operating_date,year,expected_target_hours,panel_rows,actual_available_hours,pjm_available_hours,forecast_origin_utc,selected_evaluated_at_utc,selected_vintage_id,number_of_candidate_vintages,latest_candidate_complete,older_vintage_fallback_used,distinct_selected_evaluated_at_count,partial_day_detected,mixed_vintage_detected,evaluation_after_origin_detected,missing_reason,status
2013-12-03,2013,24,24,24,0,2013-12-02 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-04,2013,24,24,24,0,2013-12-03 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-05,2013,24,24,24,0,2013-12-04 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-06,2013,24,24,24,0,2013-12-05 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-07,2013,24,24,24,0,2013-12-06 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-08,2013,24,24,24,0,2013-12-07 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-09,2013,24,24,24,0,2013-12-08 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-10,2013,24,24,24,0,2013-12-09 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-11,2013,24,24,24,0,2013-12-10 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-12,2013,24,24,24,0,2013-12-11 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-13,2013,24,24,24,0,2013-12-12 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-14,2013,24,24,24,0,2013-12-13 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-15,2013,24,24,24,0,2013-12-14 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-16,2013,24,24,24,0,2013-12-15 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-17,2013,24,24,24,0,2013-12-16 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-18,2013,24,24,24,0,2013-12-17 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-19,2013,24,24,24,0,2013-12-18 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-20,2013,24,24,24,0,2013-12-19 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-21,2013,24,24,24,0,2013-12-20 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-22,2013,24,24,24,0,2013-12-21 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-23,2013,24,24,24,0,2013-12-22 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-24,2013,24,24,24,0,2013-12-23 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-25,2013,24,24,24,0,2013-12-24 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-26,2013,24,24,24,0,2013-12-25 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-27,2013,24,24,24,0,2013-12-26 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-28,2013,24,24,24,0,2013-12-27 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-29,2013,24,24,24,0,2013-12-28 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-30,2013,24,24,24,0,2013-12-29 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2013-12-31,2013,24,24,24,0,2013-12-30 17:00:00+00:00,,,0,False,False,0,False,False,False,NO_ELIGIBLE_VINTAGE,UNAVAILABLE
2014-01-01,2014,24,24,24,21,2013-12-31 17:00:00+00:00,2013-12-31 00:00:00,2013-12-31 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-02,2014,24,24,24,21,2014-01-01 17:00:00+00:00,2014-01-01 00:00:00,2014-01-01 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-03,2014,24,24,24,21,2014-01-02 17:00:00+00:00,2014-01-02 00:00:00,2014-01-02 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-04,2014,24,24,24,21,2014-01-03 17:00:00+00:00,2014-01-03 00:00:00,2014-01-03 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-05,2014,24,24,24,21,2014-01-04 17:00:00+00:00,2014-01-04 00:00:00,2014-01-04 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-06,2014,24,24,24,21,2014-01-05 17:00:00+00:00,2014-01-05 00:00:00,2014-01-05 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-07,2014,24,24,24,21,2014-01-06 17:00:00+00:00,2014-01-06 00:00:00,2014-01-06 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-08,2014,24,24,24,21,2014-01-07 17:00:00+00:00,2014-01-07 00:00:00,2014-01-07 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-09,2014,24,24,24,21,2014-01-08 17:00:00+00:00,2014-01-08 00:00:00,2014-01-08 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-10,2014,24,24,24,21,2014-01-09 17:00:00+00:00,2014-01-09 00:00:00,2014-01-09 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-11,2014,24,24,24,21,2014-01-10 17:00:00+00:00,2014-01-10 00:00:00,2014-01-10 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-12,2014,24,24,24,21,2014-01-11 17:00:00+00:00,2014-01-11 00:00:00,2014-01-11 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-13,2014,24,24,24,21,2014-01-12 17:00:00+00:00,2014-01-12 00:00:00,2014-01-12 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-14,2014,24,24,24,21,2014-01-13 17:00:00+00:00,2014-01-13 00:00:00,2014-01-13 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-15,2014,24,24,24,21,2014-01-14 17:00:00+00:00,2014-01-14 00:00:00,2014-01-14 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-16,2014,24,24,24,21,2014-01-15 17:00:00+00:00,2014-01-15 00:00:00,2014-01-15 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-17,2014,24,24,24,21,2014-01-16 17:00:00+00:00,2014-01-16 00:00:00,2014-01-16 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-18,2014,24,24,24,21,2014-01-17 17:00:00+00:00,2014-01-17 00:00:00,2014-01-17 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-19,2014,24,24,24,21,2014-01-18 17:00:00+00:00,2014-01-18 00:00:00,2014-01-18 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-20,2014,24,24,24,21,2014-01-19 17:00:00+00:00,2014-01-19 00:00:00,2014-01-19 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-21,2014,24,24,24,21,2014-01-20 17:00:00+00:00,2014-01-20 00:00:00,2014-01-20 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-22,2014,24,24,24,21,2014-01-21 17:00:00+00:00,2014-01-21 00:00:00,2014-01-21 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-23,2014,24,24,24,21,2014-01-22 17:00:00+00:00,2014-01-22 00:00:00,2014-01-22 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-24,2014,24,24,24,21,2014-01-23 17:00:00+00:00,2014-01-23 00:00:00,2014-01-23 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-25,2014,24,24,24,21,2014-01-24 17:00:00+00:00,2014-01-24 00:00:00,2014-01-24 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-26,2014,24,24,24,21,2014-01-25 17:00:00+00:00,2014-01-25 00:00:00,2014-01-25 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-27,2014,24,24,24,21,2014-01-26 17:00:00+00:00,2014-01-26 00:00:00,2014-01-26 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-28,2014,24,24,24,21,2014-01-27 17:00:00+00:00,2014-01-27 00:00:00,2014-01-27 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-29,2014,24,24,24,21,2014-01-28 17:00:00+00:00,2014-01-28 00:00:00,2014-01-28 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-30,2014,24,24,24,21,2014-01-29 17:00:00+00:00,2014-01-29 00:00:00,2014-01-29 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-01-31,2014,24,24,24,21,2014-01-30 17:00:00+00:00,2014-01-30 00:00:00,2014-01-30 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-01,2014,24,24,24,21,2014-01-31 17:00:00+00:00,2014-01-31 00:00:00,2014-01-31 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-02,2014,24,24,24,21,2014-02-01 17:00:00+00:00,2014-02-01 00:00:00,2014-02-01 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-03,2014,24,24,24,21,2014-02-02 17:00:00+00:00,2014-02-02 00:00:00,2014-02-02 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-04,2014,24,24,24,21,2014-02-03 17:00:00+00:00,2014-02-03 00:00:00,2014-02-03 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-05,2014,24,24,24,21,2014-02-04 17:00:00+00:00,2014-02-04 00:00:00,2014-02-04 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-06,2014,24,24,24,21,2014-02-05 17:00:00+00:00,2014-02-05 00:00:00,2014-02-05 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-07,2014,24,24,24,21,2014-02-06 17:00:00+00:00,2014-02-06 00:00:00,2014-02-06 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-08,2014,24,24,24,21,2014-02-07 17:00:00+00:00,2014-02-07 00:00:00,2014-02-07 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-09,2014,24,24,24,21,2014-02-08 17:00:00+00:00,2014-02-08 00:00:00,2014-02-08 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-10,2014,24,24,24,21,2014-02-09 17:00:00+00:00,2014-02-09 00:00:00,2014-02-09 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-11,2014,24,24,24,21,2014-02-10 17:00:00+00:00,2014-02-10 00:00:00,2014-02-10 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-12,2014,24,24,24,21,2014-02-11 17:00:00+00:00,2014-02-11 00:00:00,2014-02-11 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-13,2014,24,24,24,21,2014-02-12 17:00:00+00:00,2014-02-12 00:00:00,2014-02-12 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-14,2014,24,24,24,21,2014-02-13 17:00:00+00:00,2014-02-13 00:00:00,2014-02-13 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-15,2014,24,24,24,21,2014-02-14 17:00:00+00:00,2014-02-14 00:00:00,2014-02-14 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-16,2014,24,24,24,21,2014-02-15 17:00:00+00:00,2014-02-15 00:00:00,2014-02-15 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-17,2014,24,24,24,21,2014-02-16 17:00:00+00:00,2014-02-16 00:00:00,2014-02-16 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-18,2014,24,24,24,21,2014-02-17 17:00:00+00:00,2014-02-17 00:00:00,2014-02-17 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-19,2014,24,24,24,21,2014-02-18 17:00:00+00:00,2014-02-18 00:00:00,2014-02-18 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-20,2014,24,24,24,21,2014-02-19 17:00:00+00:00,2014-02-19 00:00:00,2014-02-19 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-21,2014,24,24,24,21,2014-02-20 17:00:00+00:00,2014-02-20 00:00:00,2014-02-20 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-22,2014,24,24,24,21,2014-02-21 17:00:00+00:00,2014-02-21 00:00:00,2014-02-21 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-23,2014,24,24,24,21,2014-02-22 17:00:00+00:00,2014-02-22 00:00:00,2014-02-22 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-24,2014,24,24,24,21,2014-02-23 17:00:00+00:00,2014-02-23 00:00:00,2014-02-23 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-25,2014,24,24,24,21,2014-02-24 17:00:00+00:00,2014-02-24 00:00:00,2014-02-24 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-26,2014,24,24,24,21,2014-02-25 17:00:00+00:00,2014-02-25 00:00:00,2014-02-25 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-27,2014,24,24,24,21,2014-02-26 17:00:00+00:00,2014-02-26 00:00:00,2014-02-26 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-02-28,2014,24,24,24,21,2014-02-27 17:00:00+00:00,2014-02-27 00:00:00,2014-02-27 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-01,2014,24,24,24,21,2014-02-28 17:00:00+00:00,2014-02-28 00:00:00,2014-02-28 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-02,2014,24,24,24,21,2014-03-01 17:00:00+00:00,2014-03-01 00:00:00,2014-03-01 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-03,2014,24,24,24,21,2014-03-02 17:00:00+00:00,2014-03-02 00:00:00,2014-03-02 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-04,2014,24,24,24,21,2014-03-03 17:00:00+00:00,2014-03-03 00:00:00,2014-03-03 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-05,2014,24,24,24,21,2014-03-04 17:00:00+00:00,2014-03-04 00:00:00,2014-03-04 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-06,2014,24,24,24,21,2014-03-05 17:00:00+00:00,2014-03-05 00:00:00,2014-03-05 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-07,2014,24,24,24,21,2014-03-06 17:00:00+00:00,2014-03-06 00:00:00,2014-03-06 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-08,2014,24,24,24,21,2014-03-07 17:00:00+00:00,2014-03-07 00:00:00,2014-03-07 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-09,2014,23,23,23,0,2014-03-08 17:00:00+00:00,,,68,False,False,0,False,False,False,NO_COMPLETE_VINTAGE,UNAVAILABLE
2014-03-10,2014,24,24,24,21,2014-03-09 16:00:00+00:00,2014-03-09 00:00:00,2014-03-09 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-11,2014,24,24,24,21,2014-03-10 16:00:00+00:00,2014-03-10 00:00:00,2014-03-10 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-12,2014,24,24,24,21,2014-03-11 16:00:00+00:00,2014-03-11 00:00:00,2014-03-11 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-13,2014,24,24,24,21,2014-03-12 16:00:00+00:00,2014-03-12 00:00:00,2014-03-12 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-14,2014,24,24,24,21,2014-03-13 16:00:00+00:00,2014-03-13 00:00:00,2014-03-13 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-15,2014,24,24,24,21,2014-03-14 16:00:00+00:00,2014-03-14 00:00:00,2014-03-14 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-16,2014,24,24,24,21,2014-03-15 16:00:00+00:00,2014-03-15 00:00:00,2014-03-15 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-17,2014,24,24,24,21,2014-03-16 16:00:00+00:00,2014-03-16 00:00:00,2014-03-16 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-18,2014,24,24,24,21,2014-03-17 16:00:00+00:00,2014-03-17 00:00:00,2014-03-17 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-19,2014,24,24,24,21,2014-03-18 16:00:00+00:00,2014-03-18 00:00:00,2014-03-18 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-20,2014,24,24,24,21,2014-03-19 16:00:00+00:00,2014-03-19 00:00:00,2014-03-19 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-21,2014,24,24,24,21,2014-03-20 16:00:00+00:00,2014-03-20 00:00:00,2014-03-20 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-22,2014,24,24,24,21,2014-03-21 16:00:00+00:00,2014-03-21 00:00:00,2014-03-21 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-23,2014,24,24,24,21,2014-03-22 16:00:00+00:00,2014-03-22 00:00:00,2014-03-22 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-24,2014,24,24,24,21,2014-03-23 16:00:00+00:00,2014-03-23 00:00:00,2014-03-23 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-25,2014,24,24,24,21,2014-03-24 16:00:00+00:00,2014-03-24 00:00:00,2014-03-24 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-26,2014,24,24,24,21,2014-03-25 16:00:00+00:00,2014-03-25 00:00:00,2014-03-25 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-27,2014,24,24,24,21,2014-03-26 16:00:00+00:00,2014-03-26 00:00:00,2014-03-26 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-28,2014,24,24,24,21,2014-03-27 16:00:00+00:00,2014-03-27 00:00:00,2014-03-27 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-29,2014,24,24,24,21,2014-03-28 16:00:00+00:00,2014-03-28 00:00:00,2014-03-28 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-30,2014,24,24,24,21,2014-03-29 16:00:00+00:00,2014-03-29 00:00:00,2014-03-29 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-03-31,2014,24,24,24,21,2014-03-30 16:00:00+00:00,2014-03-30 00:00:00,2014-03-30 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-01,2014,24,24,24,21,2014-03-31 16:00:00+00:00,2014-03-31 00:00:00,2014-03-31 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-02,2014,24,24,24,21,2014-04-01 16:00:00+00:00,2014-04-01 00:00:00,2014-04-01 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-03,2014,24,24,24,21,2014-04-02 16:00:00+00:00,2014-04-02 00:00:00,2014-04-02 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-04,2014,24,24,24,21,2014-04-03 16:00:00+00:00,2014-04-03 00:00:00,2014-04-03 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-05,2014,24,24,24,21,2014-04-04 16:00:00+00:00,2014-04-04 00:00:00,2014-04-04 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-06,2014,24,24,24,21,2014-04-05 16:00:00+00:00,2014-04-05 00:00:00,2014-04-05 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-07,2014,24,24,24,21,2014-04-06 16:00:00+00:00,2014-04-06 00:00:00,2014-04-06 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-08,2014,24,24,24,21,2014-04-07 16:00:00+00:00,2014-04-07 00:00:00,2014-04-07 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-09,2014,24,24,24,21,2014-04-08 16:00:00+00:00,2014-04-08 00:00:00,2014-04-08 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-10,2014,24,24,24,21,2014-04-09 16:00:00+00:00,2014-04-09 00:00:00,2014-04-09 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-11,2014,24,24,24,21,2014-04-10 16:00:00+00:00,2014-04-10 00:00:00,2014-04-10 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
2014-04-12,2014,24,24,24,21,2014-04-11 16:00:00+00:00,2014-04-11 00:00:00,2014-04-11 00:00:00+00:00,1,True,False,1,True,False,False,NO_COMPLETE_VINTAGE,PARTIAL_DAY_DETECTED
