quantile,nominal,emp_coverage_full,emp_coverage_vortex,cal_error_full,cal_error_vortex,pinball_full,pinball_vortex
0.01,1.0,1.0730593607305936,0.0,0.0730593607305936,-1.0,38.28667890759962,80.60730354211208
0.05,5.0,5.399543378995434,1.3888888888888888,0.3995433789954337,-3.611111111111111,111.13594593956705,249.03056737626173
0.1,10.0,12.26027397260274,9.722222222222223,2.2602739726027394,-0.2777777777777768,180.5458823214187,418.1987745573516
0.5,50.0,45.034246575342465,29.166666666666668,-4.965753424657535,-20.833333333333332,380.319399184064,1065.179946294043
0.9,90.0,81.22146118721462,51.388888888888886,-8.778538812785385,-38.611111111111114,203.04257853456326,730.1260683404613
0.95,95.0,92.20319634703196,68.05555555555556,-2.7968036529680376,-26.944444444444443,120.21322841965014,524.7658519436999
0.99,99.0,98.33333333333333,84.72222222222221,-0.6666666666666714,-14.277777777777786,39.807310760296104,245.0253344188462
