event_id,method,hours,mae_mw,c90_pct,c98_pct,w90_mw,upper_exceed_hours,max_upper_exceed_mw,cum_upper_exceed_mwh,actual_peak_mw
E2014_PV1,EMP_RESID_HOUR,72,13439.369835568043,33.33333333333333,56.94444444444444,17638.2292914423,42,21708.98354969044,417555.33266534156,140510.233
E2014_PV1,QHGBR_RAW,72,14913.85939928582,30.555555555555557,54.166666666666664,21504.908812791855,46,19661.340797801677,460526.0707154419,140510.233
E2014_PV1,QHGBR_REARRANGED,72,14913.85939928582,30.555555555555557,54.166666666666664,21504.908812791855,46,19661.340797801677,460526.0707154419,140510.233
E2018_SNAP,EMP_RESID_HOUR,264,7437.171479844635,58.71212121212122,79.16666666666666,17366.80974359111,108,8708.133280018592,404554.7450940191,137465.267
E2018_SNAP,QHGBR_RAW,264,8591.343916525948,57.95454545454546,88.63636363636364,20480.791965222637,111,10770.72099117699,447512.1913194192,137465.267
E2018_SNAP,QHGBR_REARRANGED,264,8591.343916525948,57.95454545454546,88.63636363636364,20480.791965222637,111,10770.72099117699,447512.1913194192,137465.267
E2022_ELLIOTT,EMP_RESID_HOUR,96,10318.829582408345,52.083333333333336,65.625,16039.468083290185,46,28749.594072144726,446064.7131203604,134699.095
E2022_ELLIOTT,QHGBR_RAW,96,10838.96669186938,51.041666666666664,67.70833333333334,17565.456161095808,41,28718.600761458554,580420.3647864461,134699.095
E2022_ELLIOTT,QHGBR_REARRANGED,96,10838.96669186938,51.041666666666664,67.70833333333334,17565.456161095808,41,28718.600761458554,580420.3647864461,134699.095
